Name,Platform,Year_of_Release,Genre,Publisher,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count
Battlefield 2: Modern Combat,X,2005.0,Shooter,Electronic Arts,0.56,8.0,49.0,8.2,29.0
Tom Clancys HAWX,PS3,2009.0,Action,Ubisoft,0.56,7.4,35.0,8.2,40.0
All-Star Baseball 2002,PS2,2001.0,Sports,Acclaim Entertainment,0.56,7.7,16.0,7.6,8.0
TMNT,X360,2007.0,Action,Ubisoft,0.56,5.8,31.0,6.3,32.0
Need for Speed: Most Wanted,GC,2005.0,Racing,Electronic Arts,0.56,8.0,18.0,9.1,23.0
Bolt,Wii,2008.0,Adventure,Disney Interactive Studios,0.56,5.0,4.0,5.8,5.0
WWE Raw 2,X,2003.0,Fighting,THQ,0.56,6.8,26.0,7.3,25.0
Harvest Moon: The Tale of Two Towns,DS,2010.0,Simulation,Natsume,0.56,6.8,6.0,7.5,13.0
Manhunt 2,PS2,2007.0,Action,Take-Two Interactive,0.56,6.7,22.0,7.8,53.0
Fullmetal Alchemist and the Broken Angel,PS2,2003.0,Role-Playing,Square Enix,0.56,5.6,35.0,8.1,38.0
Tony Hawks Project 8,PSP,2006.0,Sports,Activision,0.56,6.8,11.0,7.6,14.0
Batman Begins,PS2,2005.0,Action,Electronic Arts,0.56,6.4,41.0,7.3,70.0
Assassins Creed: Unity,PC,2014.0,Action,Ubisoft,0.56,7.0,10.0,3.0,1474.0
Tony Hawks Proving Ground,X360,2007.0,Sports,Activision,0.56,7.2,59.0,5.4,44.0
Dr. Seuss The Cat in the Hat,PS2,2003.0,Misc,Vivendi Games,0.56,5.6,6.0,6.5,8.0
Barbie Groovy Games,GBA,2002.0,Misc,Universal Interactive,0.56,4.7,5.0,7.0,4.0
Resident Evil: Revelations 2,PS4,2015.0,Action,Capcom,0.56,7.5,30.0,7.7,287.0
Wolfenstein,X360,2009.0,Shooter,Activision,0.56,7.2,66.0,7.5,128.0
Blinx: The Time Sweeper,X,2002.0,Platform,Microsoft Game Studios,0.56,7.1,36.0,8.0,41.0
ESPN NFL Football,PS2,2003.0,Sports,Sega,0.56,9.1,20.0,8.5,25.0
Tetris Party Deluxe,Wii,2010.0,Puzzle,Nintendo,0.56,7.2,19.0,5.8,4.0
Major League Baseball 2K5,X,2005.0,Sports,Take-Two Interactive,0.56,8.1,25.0,8.2,17.0
Gravity Rush,PSV,2012.0,Action,Sony Computer Entertainment,0.56,8.3,73.0,8.5,635.0
Archer Macleans Mercury,PSP,2005.0,Puzzle,Ignition Entertainment,0.56,7.5,39.0,6.6,21.0
Soldier of Fortune: Gold Edition,PS2,2001.0,Shooter,Codemasters,0.56,5.9,14.0,6.8,17.0
Final Fantasy IV: The Complete Collection,PSP,2011.0,Role-Playing,Square Enix,0.56,7.7,41.0,7.5,80.0
Pro Evolution Soccer 2017,PS4,2016.0,Sports,Konami Digital Entertainment,0.56,8.5,62.0,7.5,498.0
Frontlines: Fuel of War,X360,2008.0,Shooter,THQ,0.56,7.5,55.0,7.8,77.0
MX 2002 Featuring Ricky Carmichael,PS2,2001.0,Racing,THQ,0.56,7.6,17.0,8.3,9.0
NCAA Football 07,X,2006.0,Sports,Electronic Arts,0.56,8.8,20.0,6.9,10.0
No More Heroes,Wii,2007.0,Action,Rising Star Games,0.55,8.3,64.0,8.4,259.0
Lunar: Silver Star Story Complete,PS,1998.0,Role-Playing,Kadokawa Shoten,0.55,7.8,15.0,9.1,36.0
Hot Shots Golf: World Invitational,PSV,2011.0,Sports,Sony Computer Entertainment,0.55,7.6,55.0,8.1,77.0
God of War: Origins Collection,PS3,2011.0,Action,Sony Computer Entertainment,0.55,8.4,58.0,8.4,208.0
Dora The Explorer: Dora Saves the Snow Princess,Wii,2008.0,Platform,Take-Two Interactive,0.55,4.7,4.0,7.0,5.0
StarCraft II: Legacy of the Void,PC,2015.0,Strategy,Activision,0.55,8.8,62.0,8.3,835.0
Soul Reaver 2,PS2,2001.0,Action,Eidos Interactive,0.55,8.0,22.0,8.5,35.0
Metal Gear Solid 3: Subsistence,PS2,2005.0,Action,Konami Digital Entertainment,0.55,9.4,53.0,9.3,442.0
Enslaved: Odyssey to the West,PS3,2010.0,Action,Namco Bandai Games,0.55,8.0,53.0,7.5,313.0
WWF Raw,X,2002.0,Fighting,THQ,0.55,6.8,33.0,6.6,15.0
Extermination,PS2,2001.0,Action,Sony Computer Entertainment,0.55,6.7,19.0,7.8,19.0
Batman: Vengeance,PS2,2001.0,Adventure,Ubisoft,0.55,6.8,19.0,6.7,12.0
Tony Hawks Pro Skater 3,X,2002.0,Sports,Activision,0.55,9.3,22.0,8.4,17.0
Mega Man Zero,GBA,2002.0,Platform,Capcom,0.55,8.2,17.0,8.9,31.0
NBA 2K8,PS3,2007.0,Sports,Take-Two Interactive,0.55,8.1,18.0,6.8,19.0
Rayman Origins,Wii,2011.0,Platform,Ubisoft,0.55,9.2,13.0,8.3,129.0
MX vs. ATV: Alive,X360,2011.0,Racing,THQ,0.55,6.3,43.0,7.2,24.0
Purr Pals,DS,2007.0,Simulation,THQ,0.55,6.7,4.0,6.8,6.0
Shrek 2,X,2004.0,Platform,Activision,0.55,7.2,31.0,8.4,5.0
Assassins Creed II,PC,2010.0,Action,Ubisoft,0.55,8.6,22.0,6.9,1625.0
Tak and the Power of Juju,GBA,2003.0,Platform,THQ,0.55,7.9,28.0,8.3,21.0
Lips: Number One Hits,X360,2009.0,Misc,Microsoft Game Studios,0.55,7.0,22.0,7.6,7.0
Turok: Evolution,X,2002.0,Shooter,Acclaim Entertainment,0.55,6.8,25.0,6.7,9.0
Jak X: Combat Racing,PS2,2005.0,Racing,Sony Computer Entertainment,0.55,7.6,46.0,7.7,63.0
American Idol,PS2,2003.0,Misc,Codemasters,0.55,4.1,14.0,4.8,12.0
Red Dead Revolver,X,2004.0,Shooter,Take-Two Interactive,0.55,7.4,61.0,8.5,27.0
CrossworDS,DS,2008.0,Puzzle,Deep Silver,0.55,6.7,19.0,6.8,6.0
Viva Pinata: Pocket Paradise,DS,2008.0,Simulation,THQ,0.55,8.2,34.0,7.1,15.0
Sly Cooper: Thieves in Time,PS3,2013.0,Platform,Sony Computer Entertainment Europe,0.54,7.5,69.0,8.3,343.0
Kirby and the Rainbow Curse,WiiU,2015.0,Platform,Nintendo,0.54,7.3,72.0,8.0,228.0
Spec Ops: The Line,PS3,2012.0,Shooter,Take-Two Interactive,0.54,7.7,27.0,8.0,351.0
Iron Man,PS2,2008.0,Action,Sega,0.54,4.7,8.0,5.6,15.0
F1 2013,PS3,2013.0,Racing,Codemasters,0.54,7.7,22.0,6.3,41.0
The SpongeBob SquarePants Movie,X,2004.0,Platform,THQ,0.54,7.4,14.0,8.5,8.0
NHL 14,PS3,2013.0,Sports,Electronic Arts,0.54,8.0,22.0,6.0,79.0
Legends of WrestleMania,PS3,2009.0,Fighting,THQ,0.54,7.0,43.0,6.5,19.0
Tiger Woods PGA Tour 08,X360,2007.0,Sports,Electronic Arts,0.54,8.0,45.0,7.8,26.0
Rock Band 4,XOne,2015.0,Misc,Harmonix Music Systems,0.54,7.9,27.0,6.4,54.0
Dance Dance Revolution Ultramix,X,2003.0,Simulation,Konami Digital Entertainment,0.54,8.2,24.0,8.8,10.0
Crash Tag Team Racing,PS2,2005.0,Racing,Vivendi Games,0.54,6.6,21.0,7.0,50.0
Front Mission 4,PS2,2003.0,Strategy,Square Enix,0.54,7.5,39.0,8.6,22.0
Rayman Origins,PSV,2012.0,Platform,Ubisoft,0.54,8.8,54.0,8.4,300.0
F.E.A.R.,PS3,2007.0,Shooter,Vivendi Games,0.54,7.2,31.0,7.4,64.0
Enslaved: Odyssey to the West,X360,2010.0,Action,Namco Bandai Games,0.54,8.2,72.0,7.8,297.0
Dragon Ball Z: Shin Budokai,PSP,2006.0,Fighting,Atari,0.54,7.0,21.0,8.1,19.0
Tiger Woods PGA Tour 13,PS3,2012.0,Sports,Electronic Arts,0.54,7.5,14.0,5.7,9.0
Dynasty Warriors: Gundam 3,PS3,2010.0,Action,Tecmo Koei,0.54,5.8,18.0,7.5,20.0
Def Jam: Fight for NY,X,2004.0,Fighting,Electronic Arts,0.54,8.4,33.0,8.6,14.0
Tiger Woods PGA Tour 11,Wii,2010.0,Sports,Electronic Arts,0.54,8.4,29.0,8.3,23.0
NBA Live 10,PS3,2009.0,Sports,Electronic Arts,0.54,8.1,32.0,7.5,25.0
Metro 2033,X360,2010.0,Shooter,THQ,0.54,7.7,83.0,7.8,354.0
Fire Emblem: Path of Radiance,GC,2005.0,Action,Nintendo,0.54,8.5,42.0,8.9,143.0
Hotel Dusk: Room 215,DS,2007.0,Adventure,Nintendo,0.54,7.8,57.0,8.6,103.0
Dragons Crown,PS3,2013.0,Role-Playing,Nippon Ichi Software,0.54,8.2,62.0,8.3,289.0
SSX Tricky,GC,2001.0,Sports,Electronic Arts,0.54,8.7,20.0,8.6,18.0
Greg Hastings Tournament Paintball,X,2004.0,Shooter,Activision,0.54,7.4,11.0,9.2,42.0
ESPN NBA Basketball,PS2,2003.0,Sports,Sega,0.54,8.9,18.0,8.4,38.0
Just Dance 2015,XOne,2014.0,Misc,Ubisoft,0.54,7.0,17.0,7.5,20.0
Dragon Ball Z: Ultimate Tenkaichi,X360,2011.0,Fighting,Namco Bandai Games,0.54,5.5,24.0,5.8,53.0
Sacred 2: Fallen Angel,X360,2009.0,Role-Playing,Deep Silver,0.54,7.1,56.0,7.3,64.0
Two Worlds II,X360,2011.0,Role-Playing,SouthPeak Games,0.54,6.7,50.0,6.6,140.0
Over the Hedge,PS2,2006.0,Platform,Activision,0.54,5.8,29.0,8.6,10.0
Mat Hoffmans Pro BMX,PS,2001.0,Sports,Activision,0.54,8.0,15.0,8.6,16.0
NHL 14,X360,2013.0,Sports,Electronic Arts,0.54,8.1,30.0,5.9,92.0
The Hobbit,PS2,2003.0,Platform,Vivendi Games,0.54,5.9,17.0,8.6,14.0
Harry Potter and the Deathly Hallows - Part 1,Wii,2010.0,Action,Electronic Arts,0.54,4.1,8.0,5.0,11.0
War of the Monsters,PS2,2003.0,Fighting,Sony Computer Entertainment,0.54,8.0,41.0,8.9,68.0
Time Crisis: Razing Storm,PS3,2010.0,Shooter,Namco Bandai Games,0.54,5.8,49.0,5.9,15.0
NBA Street Vol. 2,GC,2003.0,Sports,Electronic Arts,0.54,8.8,16.0,8.1,7.0
The Incredible Hulk: Ultimate Destruction,PS2,2005.0,Action,Vivendi Games,0.54,8.3,41.0,8.7,38.0
Summer Sports: Paradise Island,Wii,2008.0,Sports,Ubisoft,0.54,4.6,7.0,4.6,7.0
Time Crisis II,PS2,2001.0,Shooter,Namco Bandai Games,0.53,8.1,21.0,7.9,20.0
NCAA March Madness 06,PS2,2005.0,Sports,Electronic Arts,0.53,7.8,19.0,9.1,13.0
Valkyria Chronicles II,PSP,2010.0,Role-Playing,Sega,0.53,8.3,54.0,8.1,67.0
Tatsunoko vs. Capcom: Ultimate All-Stars,Wii,2010.0,Fighting,Capcom,0.53,8.5,62.0,8.8,85.0
Rune Factory: A Fantasy Harvest Moon,DS,2006.0,Role-Playing,Rising Star Games,0.53,7.8,26.0,8.1,52.0
Legacy of Kain: Defiance,PS2,2003.0,Action,Eidos Interactive,0.53,7.5,34.0,9.3,49.0
Battlefield 1,PC,2016.0,Shooter,Electronic Arts,0.53,8.8,54.0,7.5,1263.0
007 Racing,PS,2000.0,Racing,Electronic Arts,0.53,5.1,16.0,4.6,14.0
NCAA March Madness 2005,PS2,2004.0,Sports,Electronic Arts,0.53,7.8,19.0,8.3,13.0
Tactics Ogre: Let Us Cling Together,PSP,2010.0,Role-Playing,Square Enix,0.53,8.7,49.0,8.7,102.0
Conflict: Vietnam,PS2,2004.0,Shooter,SCi,0.53,5.8,24.0,8.1,21.0
Manhunt 2,Wii,2007.0,Action,Take-Two Interactive,0.53,6.2,38.0,7.1,46.0
MLB SlugFest 20-04,PS2,2003.0,Sports,Midway Games,0.53,7.8,23.0,8.3,8.0
Blitz: The League,X,2004.0,Sports,Midway Games,0.53,7.8,30.0,7.7,14.0
Peter Jacksons King Kong: The Official Game of the Movie,X,2005.0,Action,Ubisoft,0.53,8.2,43.0,8.5,11.0
Burnout Revenge,X,2005.0,Racing,Electronic Arts,0.53,8.9,65.0,8.4,66.0
Medal of Honor: European Assault,X,2005.0,Shooter,Electronic Arts,0.53,7.2,42.0,7.0,15.0
Ty the Tasmanian Tiger 2: Bush Rescue,PS2,2004.0,Platform,Electronic Arts,0.53,7.1,24.0,8.2,22.0
The Lord of the Rings: The Fellowship of the Ring,X,2002.0,Action,Universal Interactive,0.53,5.9,23.0,6.6,10.0
NBA 06,PS2,2005.0,Sports,Sony Computer Entertainment,0.53,6.3,26.0,6.3,27.0
Inazuma Eleven,DS,2008.0,Role-Playing,Nintendo,0.53,7.4,11.0,8.5,11.0
Excite Truck,Wii,2006.0,Racing,Nintendo,0.53,7.2,57.0,8.4,83.0
Bulletstorm,PS3,2011.0,Shooter,Electronic Arts,0.53,8.3,57.0,7.7,288.0
Magicians Quest: Mysterious Times,DS,2008.0,Role-Playing,Konami Digital Entertainment,0.53,6.9,13.0,7.6,9.0
X-Men Legends,GC,2004.0,Role-Playing,Activision,0.53,8.1,36.0,8.4,12.0
Plants vs. Zombies: Garden Warfare 2,PS4,2016.0,Shooter,Electronic Arts,0.53,8.1,29.0,7.7,114.0
ModNation Racers,PSP,2010.0,Racing,Sony Computer Entertainment,0.53,7.3,22.0,7.7,22.0
LEGO Jurassic World,WiiU,2015.0,Action,Warner Bros. Interactive Entertainment,0.53,7.1,5.0,8.1,14.0
WWE SmackDown vs. Raw 2010,DS,2009.0,Fighting,THQ,0.53,7.5,7.0,8.3,4.0
Oni,PS2,2001.0,Action,Take-Two Interactive,0.53,6.9,24.0,7.8,23.0
Tom Clancys Ghost Recon Advanced Warfighter 2,PSP,2007.0,Shooter,Ubisoft,0.53,6.1,12.0,6.4,9.0
SpongeBob SquarePants featuring Nicktoons: Globs of Doom,Wii,2008.0,Action,THQ,0.53,4.7,5.0,5.4,10.0
Terminator Salvation,PS3,2009.0,Shooter,Warner Bros. Interactive Entertainment,0.53,4.3,41.0,3.9,71.0
Disgaea 3: Absence of Justice,PS3,2008.0,Role-Playing,Square Enix,0.53,7.8,51.0,7.5,150.0
The Lord of the Rings: The Two Towers,GC,2002.0,Action,Electronic Arts,0.53,8.2,13.0,8.7,23.0
Batman: Arkham City,PC,2011.0,Action,Warner Bros. Interactive Entertainment,0.53,9.1,27.0,8.6,1861.0
Skylanders: SuperChargers,WiiU,2015.0,Action,Activision,0.53,8.7,13.0,5.6,65.0
Juiced,PS2,2005.0,Racing,THQ,0.53,6.8,36.0,7.7,24.0
The Warriors,PS2,2005.0,Action,Take-Two Interactive,0.53,8.4,52.0,8.5,73.0
Star Fox Command,DS,2006.0,Shooter,Nintendo,0.53,7.6,56.0,7.3,56.0
Return to Castle Wolfenstein: Operation Resurrection,PS2,2003.0,Shooter,Activision,0.53,6.6,21.0,8.0,23.0
Mario Tennis: Power Tour,GBA,2005.0,Sports,Nintendo,0.52,8.1,21.0,8.0,25.0
Seaman,DC,1999.0,Simulation,Sega,0.52,8.2,24.0,8.4,16.0
Rory McIlroy PGA Tour,PS4,2015.0,Action,Electronic Arts,0.52,6.1,33.0,3.7,78.0
Michael Jackson: The Experience,PS3,2011.0,Misc,Ubisoft,0.52,6.6,11.0,8.4,16.0
Lords of the Fallen,PS4,2014.0,Role-Playing,Square Enix,0.52,6.8,45.0,6.5,436.0
Stuntman: Ignition,PS3,2007.0,Racing,THQ,0.52,7.6,18.0,6.2,12.0
F.E.A.R. 2: Project Origin,X360,2009.0,Shooter,Warner Bros. Interactive Entertainment,0.52,7.7,68.0,8.0,114.0
Madden NFL 07,PS3,2006.0,Sports,Electronic Arts,0.52,7.6,25.0,4.2,22.0
Mystery Dungeon: Shiren the Wanderer,DS,2006.0,Role-Playing,Sega,0.52,6.9,27.0,8.2,21.0
GT Pro Series,Wii,2006.0,Racing,Ubisoft,0.52,4.1,15.0,4.0,21.0
Tiger Woods PGA Tour 11,X360,2010.0,Sports,Electronic Arts,0.52,7.9,51.0,7.8,19.0
The Golden Compass,PS2,2007.0,Action,Sega,0.52,4.6,10.0,5.2,6.0
Final Fantasy Chronicles,PS,2001.0,Role-Playing,Square,0.52,8.9,15.0,9.1,37.0
F1 2009,PSP,2009.0,Racing,Codemasters,0.52,6.8,23.0,7.2,14.0
Tales of Symphonia: Dawn of the New World,Wii,2008.0,Role-Playing,Namco Bandai Games,0.52,6.8,46.0,7.1,94.0
Syphon Filter 3,PS,2001.0,Shooter,Sony Computer Entertainment,0.52,7.3,19.0,8.5,36.0
Metal Gear Solid 2: Substance,PS2,2002.0,Action,Konami Digital Entertainment,0.52,8.7,17.0,9.0,126.0
NBA Live 08,X360,2007.0,Sports,Electronic Arts,0.52,7.3,37.0,5.3,19.0
We Love Katamari,PS2,2005.0,Puzzle,Electronic Arts,0.52,8.6,61.0,8.9,51.0
Sesame Street: Once Upon A Monster,X360,2011.0,Misc,Warner Bros. Interactive Entertainment,0.52,7.9,26.0,6.9,22.0
NCAA Football 2003,X,2002.0,Sports,Electronic Arts,0.52,9.0,14.0,8.2,15.0
We Cheer,Wii,2008.0,Simulation,505 Games,0.52,5.6,12.0,7.3,13.0
NBA Live 09,PS3,2008.0,Sports,Electronic Arts,0.52,7.5,32.0,7.8,15.0
SingStar Dance,PS3,2010.0,Misc,Sony Computer Entertainment,0.52,6.5,21.0,3.9,8.0
Tomb Raider: Legend,PS2,2006.0,Action,Eidos Interactive,0.52,8.2,43.0,7.2,99.0
Silent Hill: Origins,PSP,2007.0,Action,Konami Digital Entertainment,0.52,7.8,40.0,7.8,107.0
Freedom Fighters,PS2,2003.0,Shooter,Electronic Arts,0.52,8.1,26.0,8.4,57.0
Gun,X,2005.0,Shooter,Activision,0.52,7.9,55.0,7.8,29.0
Fight Night Round 3,PSP,2006.0,Fighting,Electronic Arts,0.52,7.4,22.0,8.1,22.0
The Punisher,PS2,2005.0,Action,THQ,0.52,6.8,44.0,8.2,56.0
SSX On Tour,PS2,2005.0,Sports,Electronic Arts,0.52,8.0,41.0,7.9,26.0
The Sims 2: Open for Business,PC,2006.0,Simulation,Electronic Arts,0.52,7.8,29.0,8.6,35.0
Rune Factory 2: A Fantasy Harvest Moon,DS,2008.0,Role-Playing,Rising Star Games,0.52,7.7,14.0,7.9,30.0
Way of the Samurai 3,PS3,2008.0,Action,Gamebridge,0.52,5.8,18.0,7.9,22.0
Tony Hawks Pro Skater 3,GBA,2002.0,Sports,Activision,0.52,9.0,20.0,8.0,6.0
Harry Potter and the Prisoner of Azkaban,GBA,2004.0,Action,Electronic Arts,0.52,6.9,11.0,8.2,13.0
SimAnimals,DS,2009.0,Simulation,Electronic Arts,0.52,7.0,10.0,7.5,4.0
NBA Live 2002,PS,2001.0,Sports,Electronic Arts,0.52,8.1,6.0,8.8,9.0
The 3rd Birthday,PSP,2010.0,Role-Playing,Square Enix,0.51,7.1,56.0,6.1,113.0
Way of the Samurai,PS2,2002.0,Action,Eidos Interactive,0.51,7.4,22.0,8.2,19.0
Alien: Isolation,XOne,2014.0,Shooter,Sega,0.51,7.8,24.0,7.9,318.0
Epic Mickey 2: The Power of Two,X360,2012.0,Action,Disney Interactive Studios,0.51,5.9,35.0,5.5,22.0
Kung Fu Panda,PS3,2008.0,Action,Activision,0.51,7.6,23.0,7.3,18.0
Spectrobes: Beyond the Portals,DS,2008.0,Role-Playing,Disney Interactive Studios,0.51,7.0,26.0,7.7,14.0
Pac-Man Fever,PS2,2001.0,Misc,Sony Computer Entertainment,0.51,4.7,14.0,6.3,7.0
HSX HyperSonic.Xtreme,PS2,2002.0,Racing,Midas Interactive Entertainment,0.51,5.3,17.0,8.4,8.0
Lair,PS3,2007.0,Action,Sony Computer Entertainment,0.51,5.3,55.0,6.4,230.0
Naruto Shippuden: Ultimate Ninja Storm 3,X360,2013.0,Fighting,Namco Bandai Games,0.51,7.0,16.0,7.6,67.0
Dishonored,PC,2012.0,Action,Bethesda Softworks,0.51,9.1,29.0,8.4,3441.0
Madden NFL 2004,GC,2003.0,Sports,Electronic Arts,0.51,9.4,19.0,7.7,17.0
Soul Sacrifice,PSV,2013.0,Role-Playing,Sony Computer Entertainment,0.51,7.7,71.0,8.2,298.0
Summoner,PS2,2000.0,Role-Playing,THQ,0.51,7.4,16.0,7.8,12.0
DC Universe Online,PS3,2011.0,Role-Playing,Sony Online Entertainment,0.51,6.7,46.0,7.4,139.0
NBA Live 07,PSP,2006.0,Sports,Electronic Arts,0.51,6.4,9.0,7.5,4.0
IL-2 Sturmovik: Birds of Prey,X360,2009.0,Simulation,505 Games,0.51,8.0,43.0,8.4,18.0
The Walking Dead: Survival Instinct,PS3,2013.0,Shooter,Activision,0.51,3.4,14.0,3.6,196.0
Major League Baseball 2K10,X360,2010.0,Sports,Take-Two Interactive,0.51,7.6,26.0,7.6,38.0
Alice in Wonderland,Wii,2010.0,Adventure,Disney Interactive Studios,0.51,6.9,18.0,7.4,13.0
Ratatouille,PS3,2007.0,Action,THQ,0.51,5.5,8.0,4.8,4.0
Pro Evolution Soccer 2010,Wii,2009.0,Sports,Konami Digital Entertainment,0.51,8.2,13.0,8.4,17.0
NBA Live 2004,X,2003.0,Sports,Electronic Arts,0.51,8.5,19.0,8.2,11.0
Iron Man,DS,2008.0,Action,Sega,0.51,5.6,10.0,7.0,4.0
Disney's Kim Possible: Revenge of Monkey Fist,GBA,2002.0,Platform,THQ,0.51,6.2,4.0,8.8,8.0
Naruto Shippuden: Clash of Ninja Revolution 3,Wii,2009.0,Fighting,Nintendo,0.51,7.4,23.0,8.1,21.0
Ace Combat Zero: The Belkan War,PS2,2006.0,Simulation,Namco Bandai Games,0.51,7.5,45.0,8.4,55.0
Dragon Age: Origins,PC,2009.0,Role-Playing,Electronic Arts,0.51,9.1,67.0,8.6,3564.0
Dynasty Warriors,PSP,2004.0,Action,Tecmo Koei,0.51,6.2,26.0,7.3,24.0
SoulCalibur: Broken Destiny,PSP,2009.0,Fighting,Namco Bandai Games,0.51,8.0,52.0,6.2,45.0
NHL 07,PS2,2006.0,Sports,Electronic Arts,0.51,7.6,11.0,4.6,51.0
Dragon Ball: Raging Blast,X360,2009.0,Fighting,Namco Bandai Games,0.51,5.6,29.0,7.5,33.0
The BIGS,PS2,2007.0,Sports,Take-Two Interactive,0.51,7.1,4.0,4.8,4.0
Dragon Ball Z: Supersonic Warriors,GBA,2004.0,Fighting,Atari,0.51,7.3,26.0,7.0,21.0
Bravely Second: End Layer,3DS,2015.0,Role-Playing,Nintendo,0.51,8.1,70.0,7.4,108.0
NBA Ballers,X,2004.0,Sports,Midway Games,0.51,8.2,35.0,8.1,8.0
Silent Hill 4: The Room,PS2,2004.0,Action,Konami Digital Entertainment,0.51,7.6,54.0,7.8,191.0
Capcom Classics Collection,PS2,2005.0,Misc,Capcom,0.51,7.8,30.0,8.4,5.0
Tiger Woods PGA Tour 13,X360,2012.0,Sports,Electronic Arts,0.51,7.7,47.0,5.6,39.0
The Saboteur,X360,2009.0,Action,Electronic Arts,0.51,7.3,69.0,8.2,141.0
Sonic Riders,PS2,2006.0,Racing,Sega,0.5,5.5,41.0,7.2,25.0
Looney Tunes: Back in Action,PS2,2003.0,Platform,Warner Bros. Interactive Entertainment,0.5,5.1,9.0,7.5,6.0
NHL 09,X360,2008.0,Sports,Electronic Arts,0.5,8.8,41.0,8.4,61.0
Bully: Scholarship Edition,Wii,2008.0,Action,Take-Two Interactive,0.5,8.3,34.0,8.4,60.0
WWE SmackDown vs. RAW 2007,X360,2006.0,Fighting,THQ,0.5,8.1,50.0,7.8,46.0
Midnight Club II,X,2003.0,Racing,Take-Two Interactive,0.5,8.6,33.0,7.6,12.0
Ratatouille,Wii,2007.0,Action,THQ,0.5,6.2,16.0,6.7,12.0
Avatar: The Last Airbender,GC,2006.0,Adventure,THQ,0.5,6.0,10.0,6.5,4.0
The Mummy Returns,PS2,2001.0,Action,Universal Interactive,0.5,4.4,13.0,7.0,11.0
Hitman: Blood Money,PS2,2006.0,Action,Eidos Interactive,0.5,8.3,36.0,8.4,105.0
Lost: Via Domus,PS3,2008.0,Action,Ubisoft,0.5,5.4,30.0,6.7,29.0
Picross DS,DS,2007.0,Puzzle,Nintendo,0.5,8.3,33.0,8.7,36.0
Crash: Mind Over Mutant,PS2,2008.0,Platform,Vivendi Games,0.5,7.3,7.0,6.5,37.0
Activision Anthology,PS2,2002.0,Misc,Activision,0.5,7.5,13.0,7.7,6.0
Final Fantasy II Anniversary Edition,PSP,2007.0,Role-Playing,Square Enix,0.5,6.3,31.0,7.1,24.0
Pro Evolution Soccer 2012,X360,2011.0,Action,Konami Digital Entertainment,0.5,7.8,36.0,6.6,55.0
Test Drive Unlimited,PSP,2007.0,Racing,Atari,0.5,8.0,18.0,7.3,29.0
Unit 13,PSV,2012.0,Shooter,Sony Computer Entertainment,0.5,7.1,60.0,7.5,169.0
R.U.S.E.,PS3,2010.0,Strategy,Ubisoft,0.5,7.6,37.0,7.3,50.0
Theatrhythm: Final Fantasy,3DS,2012.0,Misc,Square Enix,0.5,7.8,60.0,7.8,113.0
Goldeneye 007: Reloaded,X360,2011.0,Shooter,Activision,0.5,7.2,56.0,6.0,96.0
Star Wars: Jedi Starfighter,PS2,2002.0,Simulation,Activision,0.5,8.1,22.0,8.3,8.0
Tactics Ogre: The Knight of Lodis,GBA,2001.0,Role-Playing,Nintendo,0.5,8.8,20.0,9.1,26.0
Sega Bass Fishing,Wii,2008.0,Sports,Sega,0.5,5.9,29.0,5.8,10.0
Dead or Alive Ultimate,X,2004.0,Fighting,Tecmo Koei,0.5,8.3,64.0,8.7,25.0
Major League Baseball 2K12,X360,2012.0,Sports,Take-Two Interactive,0.5,6.8,19.0,6.4,22.0
RPG Maker,PS,1997.0,Role-Playing,ASCII Entertainment,0.5,6.6,11.0,8.2,9.0
Until Dawn: Rush of Blood,PS4,2016.0,Adventure,Sony Computer Entertainment,0.5,7.2,50.0,8.1,77.0
Dance Dance Revolution Universe 2,X360,2007.0,Simulation,Konami Digital Entertainment,0.5,6.5,10.0,7.4,5.0
Burnout Revenge,X360,2006.0,Racing,Electronic Arts,0.5,8.9,61.0,8.1,141.0
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,PS2,2004.0,Action,THQ,0.5,6.5,8.0,7.3,8.0
Monster Hunter,PS2,2004.0,Role-Playing,Capcom,0.5,6.8,37.0,8.9,46.0
NBA Street Homecourt,X360,2007.0,Sports,Electronic Arts,0.5,8.0,42.0,8.2,30.0
SplashDown: Rides Gone Wild,PS2,2003.0,Racing,THQ,0.5,8.0,25.0,8.7,16.0
Tony Hawks Underground 2,GC,2004.0,Sports,Activision,0.5,8.2,30.0,8.9,17.0
Shrek SuperSlam,PS2,2005.0,Action,Activision,0.5,6.7,21.0,9.0,26.0
Deus Ex: Mankind Divided,PS4,2016.0,Role-Playing,Square Enix,0.5,8.4,59.0,7.6,536.0
Rayman Advance,GBA,2001.0,Platform,Ubisoft,0.5,8.4,17.0,8.4,16.0
Wet,X360,2009.0,Shooter,Bethesda Softworks,0.5,6.9,79.0,7.3,86.0
Fantastic 4,PS2,2005.0,Action,Activision,0.5,6.4,42.0,7.8,19.0
Men in Black II: Alien Escape,PS2,2002.0,Shooter,Infogrames,0.5,5.0,19.0,7.3,6.0
Alice: Madness Returns,X360,2011.0,Adventure,Electronic Arts,0.5,7.0,67.0,8.1,157.0
Spider-Man 2,DS,2004.0,Action,Activision,0.5,6.1,46.0,5.0,6.0
Madden NFL 07,Wii,2006.0,Sports,Electronic Arts,0.5,8.1,35.0,8.0,16.0
