Name,Platform,Year_of_Release,Genre,Publisher,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Game_Score
DiRT Rally,PS4,2016.0,Racing,Codemasters,0.42,8.5,46.0,8.0,203.0,22.693391015155605
NHL 15,XOne,2014.0,Sports,Electronic Arts,0.42,5.9,22.0,3.2,180.0,13.958795484560717
Valkyrie Profile: Covenant of the Plume,DS,2008.0,Role-Playing,Square Enix,0.42,7.4,35.0,6.8,12.0,18.096316426481135
NHL Slapshot,Wii,2010.0,Sports,Electronic Arts,0.42,7.6,25.0,8.1,7.0,19.359565714744175
TRON: Evolution,PS3,2010.0,Action,Disney Interactive Studios,0.42,5.8,47.0,6.2,28.0,17.41420441453384
Vanquish,X360,2010.0,Shooter,Sega,0.42,8.4,70.0,8.4,183.0,23.163315169100613
Pirates of the Caribbean: At Worlds End,PS2,2007.0,Action,Disney Interactive Studios,0.42,5.4,10.0,7.0,10.0,14.952796071913152
Mega Man Legends 2,PS,2000.0,Adventure,Capcom,0.42,7.6,10.0,8.8,29.0,16.967798057213916
Blazing Angels: Squadrons of WWII,X360,2006.0,Simulation,Ubisoft,0.42,6.6,58.0,7.9,53.0,19.550529642536038
The Suffering,PS2,2004.0,Action,Midway Games,0.42,7.7,47.0,8.9,40.0,20.29443248343858
Zone of the Enders: The 2nd Runner,PS2,2003.0,Simulation,Konami Digital Entertainment,0.41,8.2,33.0,8.9,65.0,19.629248120824258
NFL GameDay 2004,PS2,2003.0,Sports,Sony Computer Entertainment,0.41,6.5,25.0,8.7,6.0,17.553531628619197
Condemned: Criminal Origins,X360,2005.0,Action,Sega,0.41,8.1,72.0,8.2,146.0,21.736998106909322
Crash of the Titans,PS2,2007.0,Action,Vivendi Games,0.41,7.0,12.0,5.9,49.0,15.281570046197784
Tom Clancys Rainbow Six: Lockdown,X,2005.0,Shooter,Ubisoft,0.41,7.4,39.0,6.6,28.0,17.499687764563014
TimeShift,X360,2007.0,Shooter,Vivendi Games,0.41,7.0,58.0,7.9,63.0,20.09110019269132
Life is Strange,PS4,2016.0,Adventure,Square Enix,0.41,8.5,23.0,8.6,695.0,22.18292922438541
Castlevania: The Dracula X Chronicles,PSP,2007.0,Platform,Konami Digital Entertainment,0.41,8.0,43.0,7.8,62.0,19.86523498855562
Tom Clancys HAWX 2,PS3,2010.0,Action,Ubisoft,0.41,7.0,30.0,6.8,19.0,17.910634992138416
Football Manager Handheld 2011,PSP,2010.0,Sports,Sega,0.41,7.7,5.0,7.7,6.0,17.814382637193166
X-Men: The Official Game,PS2,2006.0,Action,Activision,0.41,5.2,44.0,7.5,20.0,17.162281293734527
Marvel Super Hero Squad,DS,2009.0,Fighting,THQ,0.41,6.1,4.0,2.8,4.0,11.417280570219937
300: March to Glory,PSP,2007.0,Action,Warner Bros. Interactive Entertainment,0.41,5.5,31.0,7.1,14.0,16.42116361397111
Green Day: Rock Band,PS3,2010.0,Misc,MTV Games,0.41,7.6,41.0,6.3,24.0,18.570736120062598
Call of Duty: Black Ops II,WiiU,2012.0,Shooter,Activision,0.41,8.1,31.0,6.9,229.0,19.511626446299882
F1 2014,PS3,2014.0,Racing,Codemasters,0.41,6.2,19.0,4.2,29.0,14.906152113387044
Cars: Mater-National Championship,PS3,2007.0,Racing,THQ,0.41,6.3,8.0,4.8,4.0,13.364096752140481
BioShock,PC,2007.0,Shooter,Take-Two Interactive,0.41,9.6,44.0,8.5,3629.0,24.126741346797225
The Terminator: Dawn of Fate,PS2,2002.0,Action,Atari,0.41,5.8,17.0,5.7,18.0,13.32949176431862
Medal of Honor Heroes 2,Wii,2007.0,Shooter,Electronic Arts,0.41,7.3,37.0,7.6,82.0,18.75591275640798
Top Spin 4,X360,2011.0,Sports,Take-Two Interactive,0.41,8.4,54.0,8.2,70.0,22.12947183963005
Armored Core 2: Another Age,PS2,2001.0,Simulation,Metro 3D,0.41,7.5,16.0,8.8,30.0,17.47384674047171
Mortal Kombat: Deadly Alliance,GC,2002.0,Fighting,Midway Games,0.41,8.1,20.0,8.7,43.0,18.322766399649726
NiGHTS: Journey of Dreams,Wii,2007.0,Platform,Sega,0.41,6.9,47.0,8.5,55.0,19.92507736668101
"Ed, Edd n Eddy: The Mis-Edventures",PS2,2005.0,Platform,Midway Games,0.41,5.0,5.0,7.6,16.0,14.488926282202662
Harry Potter and the Deathly Hallows - Part 1,DS,2010.0,Action,Electronic Arts,0.41,5.6,6.0,6.0,4.0,14.525526119736835
WWE All Stars,PS3,2011.0,Fighting,THQ,0.41,7.5,51.0,6.4,37.0,19.42975744228346
Resistance: Burning Skies,PSV,2012.0,Shooter,Sony Computer Entertainment,0.41,6.0,63.0,6.8,245.0,19.71874996163365
Disney's Tarzan Untamed,PS2,2001.0,Platform,Ubisoft,0.41,5.9,7.0,7.1,7.0,13.955241339292002
Green Day: Rock Band,X360,2010.0,Misc,MTV Games,0.41,7.5,54.0,6.6,32.0,19.590772579498307
Battlefield 2: Modern Combat,X360,2006.0,Shooter,Electronic Arts,0.41,7.7,54.0,7.3,79.0,19.600414780709524
Knockout Kings 2001,PS,2000.0,Fighting,Electronic Arts,0.41,8.4,11.0,8.5,6.0,17.352236244686242
Asuras Wrath,PS3,2012.0,Action,Capcom,0.41,7.1,39.0,7.4,171.0,19.666545388000742
Fantastic Pets,X360,2011.0,Simulation,THQ,0.41,6.6,11.0,7.5,4.0,17.327720367614194
From Russia With Love,PS2,2005.0,Action,Electronic Arts,0.41,6.9,29.0,7.6,36.0,17.483021221119248
BlazBlue: Continuum Shift,PS3,2010.0,Fighting,PQube,0.41,8.7,29.0,8.0,65.0,20.41493605717633
Duke Nukem Forever,PC,2011.0,Shooter,Take-Two Interactive,0.41,5.4,48.0,5.7,1185.0,17.605745233092737
Katamari Forever,PS3,2009.0,Puzzle,Namco Bandai Games,0.41,7.4,51.0,8.1,50.0,20.604334176833923
Minority Report: Everybody Runs,PS2,2002.0,Action,Activision,0.41,5.0,26.0,5.0,14.0,12.551653854281087
NFL GameDay 2002,PS,2001.0,Sports,Sony Computer Entertainment,0.4,6.2,10.0,8.8,4.0,16.055914090761707
Spider-Man: Web of Shadows,X360,2008.0,Action,Activision,0.4,6.8,57.0,8.6,87.0,20.794925106299644
Naughty Bear,X360,2010.0,Action,505 Games,0.4,4.3,51.0,5.6,70.0,15.899237558144623
Tak and the Power of Juju,GC,2003.0,Platform,THQ,0.4,7.1,16.0,8.2,9.0,16.984015103052002
Six Flags Fun Park,Wii,2009.0,Misc,Ubisoft,0.4,4.3,7.0,7.1,7.0,14.425498075327951
NBA Jam,Wii,2010.0,Sports,Electronic Arts,0.4,7.9,43.0,8.5,20.0,21.10392352283529
Beowulf: The Game,X360,2007.0,Action,Ubisoft,0.4,5.1,23.0,4.7,30.0,13.247925887493261
Rune Factory 3: A Fantasy Harvest Moon,DS,2009.0,Role-Playing,Rising Star Games,0.4,7.7,10.0,8.6,46.0,18.817566534651565
Metal Gear Solid: The Legacy Collection,PS3,2013.0,Adventure,Konami Digital Entertainment,0.4,9.3,4.0,9.0,257.0,21.118885732306904
Defender,PS2,2002.0,Misc,Midway Games,0.4,7.3,24.0,7.8,6.0,17.018519771767963
The Wonderful 101,WiiU,2013.0,Action,Nintendo,0.4,7.8,75.0,8.5,496.0,23.939924383523092
Gauntlet: Seven Sorrows,PS2,2005.0,Role-Playing,Midway Games,0.4,5.9,38.0,5.7,20.0,15.350929600249339
Harry Potter: Quidditch World Cup,GC,2003.0,Sports,Electronic Arts,0.4,6.8,16.0,8.5,10.0,17.04311031247653
Overlord,X360,2007.0,Strategy,Codemasters,0.4,7.6,47.0,8.3,70.0,20.29147511186226
The Chronicles of Narnia: Prince Caspian,PS2,2008.0,Action,Disney Interactive Studios,0.4,6.7,6.0,7.0,8.0,15.954000964359402
Battalion Wars,GC,2005.0,Strategy,Nintendo,0.4,7.6,43.0,8.8,18.0,20.072427434323835
NHL 17,PS4,2016.0,Sports,Electronic Arts,0.4,7.8,26.0,5.9,71.0,18.748340530205
FIFA 14,PC,2013.0,Sports,Electronic Arts,0.4,8.7,6.0,4.6,443.0,16.530154537181755
Wall-E,PS3,2008.0,Platform,THQ,0.4,5.1,24.0,5.0,7.0,13.809308998749882
18 Wheeler: American Pro Trucker,PS2,2001.0,Racing,Acclaim Entertainment,0.4,6.1,11.0,5.7,18.0,12.98071279222968
Atari Anthology,PS2,2004.0,Misc,Atari,0.4,6.6,12.0,4.3,6.0,12.700219191892426
World of Final Fantasy,PS4,2016.0,Role-Playing,Square Enix,0.4,7.7,78.0,8.2,234.0,24.236797845870523
Rock Band 4,PS4,2015.0,Misc,Harmonix Music Systems,0.4,7.8,51.0,6.3,88.0,20.47095641567735
Ragnarok Odyssey,PSV,2012.0,Role-Playing,GungHo,0.4,6.6,21.0,7.8,111.0,18.521822582656725
LEGO Harry Potter: Years 5-7,3DS,2011.0,Action,Warner Bros. Interactive Entertainment,0.4,7.1,7.0,6.5,11.0,16.493613592009314
MLB 2006,PS2,2005.0,Sports,Sony Computer Entertainment,0.4,8.1,32.0,9.0,21.0,19.99417007617207
Madden NFL Football,3DS,2011.0,Sports,Electronic Arts,0.4,4.9,18.0,5.3,16.0,14.237877615861107
The Gunstringer,X360,2011.0,Shooter,Microsoft Game Studios,0.4,7.7,60.0,8.1,40.0,21.82296348826237
FIFA Soccer 13,PC,2012.0,Action,Electronic Arts,0.4,8.6,7.0,6.6,289.0,18.175796598190477
Marvel: Ultimate Alliance,Wii,2006.0,Role-Playing,Activision,0.4,7.3,31.0,7.3,29.0,17.83895323103759
MX vs. ATV Unleashed,X,2005.0,Racing,THQ,0.4,8.0,21.0,8.3,13.0,18.542432964447478
Rampage: Total Destruction,GC,2006.0,Action,Midway Games,0.4,5.7,24.0,6.7,6.0,15.530987190497237
The Urbz: Sims in the City,GC,2004.0,Simulation,Electronic Arts,0.4,7.3,19.0,8.4,16.0,17.74686412271289
LEGO The Lord of the Rings,3DS,2012.0,Action,Warner Bros. Interactive Entertainment,0.4,6.1,4.0,7.8,11.0,17.018861257057743
WWE SmackDown! vs. RAW 2006,PSP,2005.0,Fighting,THQ,0.4,8.1,30.0,8.5,37.0,19.386972618361344
Mafia II,PC,2010.0,Action,Take-Two Interactive,0.4,7.7,46.0,7.9,1253.0,21.30913034144384
Spore Hero,Wii,2009.0,Simulation,Electronic Arts,0.4,6.1,23.0,7.1,36.0,16.854917020179467
Sega Superstars Tennis,PS3,2008.0,Sports,Sega,0.4,6.7,31.0,7.4,7.0,17.88306906221583
NBA Live 2002,X,2001.0,Sports,Electronic Arts,0.4,7.6,15.0,7.5,6.0,16.190037106425713
I-Ninja,PS2,2003.0,Platform,Sony Computer Entertainment,0.4,7.3,39.0,8.3,22.0,18.661257056633914
Ghostbusters: The Video Game,DS,2009.0,Action,Atari,0.4,5.5,17.0,6.0,7.0,14.904163527522817
Skylanders SWAP Force,PS4,2013.0,Platform,Activision,0.4,7.9,7.0,5.2,46.0,16.300629534270545
Harvest Moon: Save the Homeland,PS2,2001.0,Simulation,Natsume,0.4,7.6,14.0,8.8,72.0,17.455783407142277
NBA Jam,PS3,2010.0,Sports,Electronic Arts,0.4,7.1,33.0,5.7,14.0,17.081999031287832
Call of Duty: Finest Hour,GC,2004.0,Shooter,Activision,0.4,7.4,31.0,8.9,13.0,19.05526339777127
Naruto: Path of the Ninja,DS,2007.0,Role-Playing,D3Publisher,0.4,5.7,18.0,7.2,9.0,15.876934422821417
Castlevania: Portrait of Ruin,DS,2006.0,Platform,Konami Digital Entertainment,0.4,8.5,51.0,8.3,88.0,21.045183327285667
LEGO Marvels Avengers,XOne,2016.0,Action,Warner Bros. Interactive Entertainment,0.4,7.1,18.0,5.4,16.0,17.17254721571097
Suzuki TT Superbikes,PS2,2005.0,Racing,Jester Interactive,0.4,7.1,7.0,8.5,8.0,17.163302336611437
Sherlock Holmes: The Mystery of the Mummy,DS,2009.0,Adventure,Focus Home Interactive,0.39,5.7,8.0,3.1,9.0,11.642746362666848
Rumble Roses,PS2,2004.0,Fighting,Konami Digital Entertainment,0.39,6.6,44.0,8.3,21.0,18.628217101615018
Tomb Raider: Anniversary,X360,2007.0,Action,Eidos Interactive,0.39,7.7,33.0,8.3,39.0,19.49126204293113
Fantastic Four: Rise of the Silver Surfer,PS2,2007.0,Action,Take-Two Interactive,0.39,3.6,7.0,6.4,17.0,12.747005714959224
Ultimate Spider-Man,X,2005.0,Action,Activision,0.39,7.7,53.0,7.4,20.0,19.38102407918755
Juiced 2: Hot Import Nights,PS2,2007.0,Racing,THQ,0.39,6.6,4.0,6.7,10.0,15.23758059587594
Shin Megami Tensei: Devil Survivor Overclocked,3DS,2011.0,Role-Playing,Ghostlight,0.39,7.8,27.0,8.3,98.0,20.11046493488445
No More Heroes 2: Desperate Struggle,Wii,2010.0,Action,Rising Star Games,0.39,8.4,68.0,8.8,184.0,23.43354796119393
Legends of WrestleMania,X360,2009.0,Fighting,THQ,0.39,7.1,59.0,6.3,23.0,19.057672583674105
Fishing Resort,Wii,2011.0,Sports,Namco Bandai Games,0.39,6.9,9.0,7.0,8.0,16.949050696772794
Just Dance 2015,PS4,2014.0,Misc,Ubisoft,0.39,7.2,8.0,5.8,33.0,16.60801514513717
Armored Core V,PS3,2012.0,Simulation,Namco Bandai Games,0.39,6.5,26.0,7.3,47.0,18.21349175503447
The Darkness II,X360,2012.0,Shooter,Take-Two Interactive,0.39,8.0,71.0,7.5,220.0,22.472340842914356
Harry Potter and the Deathly Hallows - Part 1,PS3,2010.0,Action,Electronic Arts,0.39,3.8,27.0,2.8,23.0,11.229651458689036
Mass Effect 2,PC,2010.0,Role-Playing,Electronic Arts,0.39,9.4,55.0,8.8,3585.0,25.56306879454797
Project X Zone,3DS,2012.0,Role-Playing,Namco Bandai Games,0.39,7.0,53.0,7.3,146.0,20.329462237430942
The House of The Dead III,X,2002.0,Shooter,Sega,0.39,7.2,30.0,7.3,9.0,16.81357543871414
NBA Jam,X360,2010.0,Sports,Electronic Arts,0.39,7.5,30.0,7.0,24.0,18.506451022582624
Donkey Konga 2,GC,2004.0,Misc,Nintendo,0.39,6.9,30.0,6.0,9.0,15.72510972984995
Transformers: Fall of Cybertron,PS3,2012.0,Action,Activision,0.39,7.7,32.0,8.2,87.0,20.44981291335187
Alpha Protocol,X360,2010.0,Role-Playing,Sega,0.39,6.3,68.0,7.2,201.0,20.194145836213735
Combat of Giants: Dinosaurs 3D,3DS,2011.0,Strategy,Ubisoft,0.39,4.4,18.0,5.3,9.0,13.835337831918658
SSX 3,X,2003.0,Sports,Electronic Arts,0.39,9.2,27.0,8.7,25.0,19.830112453262174
Final Fantasy Crystal Chronicles: The Crystal Bearers,Wii,2009.0,Action,Square Enix,0.39,6.6,53.0,7.6,70.0,19.607624949104405
Madden NFL 2005,GBA,2004.0,Sports,Electronic Arts,0.39,7.9,9.0,7.6,5.0,16.81049976833448
Sonic Lost World,WiiU,2013.0,Platform,Sega,0.39,6.3,64.0,7.3,462.0,20.864519181058938
Iron Man 2,PS3,2010.0,Action,Sega,0.39,4.1,28.0,5.2,36.0,13.9110304517021
Star Wars The Clone Wars: Republic Heroes,X360,2009.0,Action,LucasArts,0.39,4.3,37.0,6.3,19.0,15.481634344553887
Kengo: Master of Bushido,PS2,2000.0,Fighting,Ubisoft,0.39,6.2,13.0,8.4,8.0,15.628076983578968
Monopoly Streets,PS3,2010.0,Misc,Electronic Arts,0.39,6.4,11.0,6.1,9.0,15.567494527215771
Blood Omen 2,PS2,2002.0,Action,Eidos Interactive,0.39,6.7,18.0,8.8,19.0,17.169941530726348
Condemned 2: Bloodshot,PS3,2008.0,Action,Sega,0.39,8.2,37.0,8.1,89.0,20.185075491540637
Chessmaster,PS2,2003.0,Misc,Ubisoft,0.39,7.9,9.0,7.3,13.0,16.30107219085833
Ice Age 2: The Meltdown,PS2,2006.0,Platform,Vivendi Games,0.39,6.8,19.0,8.0,6.0,17.382322193617153
The Sims 2,GBA,2005.0,Simulation,Electronic Arts,0.39,5.8,11.0,7.5,6.0,15.385048025659875
Hitman: Blood Money,X360,2006.0,Action,Eidos Interactive,0.39,8.2,53.0,8.7,102.0,21.332970084703078
Advance Wars: Dual Strike,DS,2005.0,Strategy,Nintendo,0.39,9.0,49.0,9.0,163.0,21.84003063528655
Auto Modellista,PS2,2002.0,Racing,Capcom,0.39,6.6,20.0,7.5,13.0,15.92377951200019
Tom Clancys Ghost Recon 2: Summit Strike,X,2005.0,Shooter,Ubisoft,0.39,8.4,40.0,7.2,35.0,18.950785064182423
Robert Ludlum's The Bourne Conspiracy,PS3,2008.0,Action,Vivendi Games,0.39,7.0,47.0,7.6,43.0,19.32241366961255
One Piece: Unlimited World Red,3DS,2013.0,Action,Namco Bandai Games,0.39,7.5,5.0,7.6,26.0,18.220246927027677
Samurai Warriors Chronicles,3DS,2011.0,Action,Tecmo Koei,0.39,6.1,30.0,7.7,35.0,18.311635219719484
EA Sports Active 2,X360,2010.0,Sports,Electronic Arts,0.39,6.8,21.0,5.4,9.0,15.806470257367971
MotoGP 08,PS3,2008.0,Racing,Capcom,0.39,6.5,21.0,6.0,9.0,15.726157685689175
Red Faction: Armageddon,X360,2011.0,Shooter,THQ,0.39,7.1,74.0,7.0,77.0,21.13978786170347
Dungeon Siege III,PS3,2011.0,Role-Playing,Square Enix,0.39,7.1,52.0,6.3,86.0,19.103125030945677
Harry Potter: Quidditch World Cup,GBA,2003.0,Sports,Electronic Arts,0.39,5.3,6.0,8.3,9.0,15.038777561069965
Silent Hill: Homecoming,PS3,2008.0,Action,Konami Digital Entertainment,0.38,7.1,41.0,6.9,145.0,18.404220508853538
Skylanders: Trap Team,XOne,2014.0,Action,Activision,0.38,7.8,22.0,7.1,15.0,19.216910692536967
Shin Megami Tensei: Nocturne,PS2,2003.0,Role-Playing,Ghostlight,0.38,8.2,42.0,8.8,86.0,20.09251955518963
Homefront: The Revolution,PS4,2016.0,Shooter,Deep Silver,0.38,4.8,43.0,3.9,216.0,15.519911395743824
Farming Simulator 2013,X360,2013.0,Simulation,Focus Home Interactive,0.38,3.3,12.0,6.2,30.0,13.931301194125298
Saints Row: The Third,PC,2011.0,Action,THQ,0.38,8.4,22.0,8.1,1270.0,20.81631104612294
ESPN College Hoops 2K5,X,2004.0,Sports,Sega,0.38,8.6,18.0,8.3,11.0,18.61363526934845
Looney Tunes: Acme Arsenal,PS2,2007.0,Action,Warner Bros. Interactive Entertainment,0.38,3.8,10.0,3.9,7.0,10.610030100004757
Marvel: Ultimate Alliance,PS3,2006.0,Role-Playing,Activision,0.38,7.8,35.0,7.6,49.0,18.788533008420604
Naruto: Clash of Ninja Revolution 2,Wii,2008.0,Fighting,Tomy Corporation,0.38,7.2,20.0,8.4,16.0,18.59760271122434
Star Fox: Zero,WiiU,2016.0,Shooter,Nintendo,0.38,6.9,82.0,7.4,669.0,23.32640343229916
NFL GameDay 2002,PS2,2001.0,Sports,Sony Computer Entertainment,0.38,5.1,18.0,4.6,5.0,11.517893797817027
Turok: Evolution,GC,2002.0,Shooter,Acclaim Entertainment,0.38,7.0,19.0,7.0,21.0,15.689484582124717
NCAA Football 08,PS3,2007.0,Sports,Electronic Arts,0.38,7.7,13.0,7.9,28.0,17.860395132285458
Viking: Battle for Asgard,PS3,2008.0,Action,Sega,0.38,6.5,38.0,7.4,32.0,18.167290133239668
Sega Superstars Tennis,PS2,2008.0,Sports,Sega,0.38,7.0,9.0,8.3,4.0,17.657351600844947
Headhunter,PS2,2002.0,Action,Sega,0.38,7.4,24.0,7.8,19.0,17.103904200297464
Marvel Nemesis: Rise of the Imperfects,GC,2005.0,Fighting,Electronic Arts,0.38,5.4,19.0,5.7,24.0,13.788289488084557
Brunswick Pro Bowling,Wii,2007.0,Sports,505 Games,0.38,5.2,11.0,5.4,23.0,13.276710235189269
Bratz: Rock Angelz,PS2,2005.0,Misc,THQ,0.38,6.0,7.0,5.1,7.0,12.924327330288703
FlatOut,PS2,2004.0,Racing,Empire Interactive,0.38,7.0,30.0,8.5,16.0,18.280348902414552
Metal Gear Solid: Snake Eater 3D,3DS,2012.0,Action,Konami Digital Entertainment,0.38,7.8,46.0,7.8,167.0,21.041797226113577
SSX 3,GC,2003.0,Sports,Electronic Arts,0.38,9.2,27.0,8.7,45.0,19.84156607749883
LocoRoco,PSP,2006.0,Platform,Sony Computer Entertainment,0.38,8.3,67.0,8.7,89.0,22.262228557053568
Risk: Global Domination,PS2,2003.0,Strategy,Atari,0.38,6.0,9.0,8.8,25.0,16.28220111448869
Sword Art Online: Lost Song,PSV,2015.0,Role-Playing,Namco Bandai Games,0.38,7.0,4.0,7.1,29.0,17.70359395157261
Grandia Xtreme,PS2,2002.0,Role-Playing,Enix Corporation,0.38,6.8,16.0,6.5,15.0,14.848301408083282
The Incredible Hulk,PS2,2008.0,Action,Sega,0.38,5.0,4.0,6.0,5.0,13.488200057022718
Mercenaries 2: World in Flames,PS2,2008.0,Shooter,Electronic Arts,0.38,4.9,10.0,7.4,31.0,15.177892872924856
Ghost Trick: Phantom Detective,DS,2010.0,Adventure,Capcom,0.38,8.3,60.0,9.0,127.0,23.024188001024243
Skylanders Giants,WiiU,2012.0,Action,Activision,0.38,8.0,8.0,6.9,22.0,17.88774769196003
Hunter: The Reckoning,X,2002.0,Action,Interplay,0.38,7.9,28.0,8.9,20.0,18.834956864032385
MX vs. ATV Untamed,PS2,2007.0,Racing,THQ,0.38,5.3,13.0,8.2,5.0,16.2367903187534
Dawn of Discovery,PC,2009.0,Simulation,Ubisoft,0.38,8.2,32.0,8.8,132.0,20.814186319044857
Football Manager 2016,PC,2015.0,Simulation,Sega,0.38,8.1,34.0,7.0,99.0,20.363035834066736
Get Fit with Mel ,PS3,2010.0,Sports,Black Bean Games,0.38,7.3,4.0,5.8,4.0,15.55172511158468
Pokemon Channel,GC,2003.0,Adventure,Nintendo,0.38,5.5,21.0,5.7,23.0,13.554317447711094
Disney Sing It,PS3,2008.0,Misc,Disney Interactive Studios,0.38,5.4,11.0,3.5,6.0,11.763492304703107
Virtua Tennis 2009,PS3,2009.0,Sports,Sega,0.38,7.0,34.0,6.5,22.0,17.640254388299738
The Dog Island,Wii,2007.0,Adventure,Ubisoft,0.38,7.0,4.0,8.1,12.0,16.940006940451713
Lego Star Wars: The Force Awakens,XOne,2016.0,Action,Warner Bros. Interactive Entertainment,0.38,7.6,11.0,7.0,18.0,18.72155155570848
Madagascar: Escape 2 Africa,PS2,2008.0,Action,Activision,0.38,5.6,4.0,5.8,6.0,13.767495654294693
Need for Speed: Nitro,DS,2009.0,Racing,Electronic Arts,0.38,7.0,7.0,6.3,7.0,15.7762259060962
Naruto Shippuden: Ultimate Ninja Heroes 3,PSP,2009.0,Fighting,Namco Bandai Games,0.38,6.1,22.0,6.4,19.0,16.088402150165432
Wii Sports Clu,WiiU,2014.0,Sports,Nintendo,0.38,6.8,21.0,7.0,106.0,18.319604132551266
Age of Empires III,PC,2005.0,Strategy,Microsoft Game Studios,0.38,8.1,52.0,7.7,524.0,20.249032532604126
TrackMania Turbo,PS4,2016.0,Action,Ubisoft,0.38,8.1,52.0,7.9,111.0,22.582959596272485
EyeToy Play 2,PS2,2004.0,Misc,Sony Computer Entertainment,0.38,7.8,30.0,7.0,9.0,17.427736088672983
Dance Dance Revolution Ultramix 3,X,2005.0,Simulation,Konami Digital Entertainment,0.38,7.5,16.0,8.6,8.0,18.129942196527004
Pro Evolution Soccer 2011 3D,3DS,2011.0,Sports,Konami Digital Entertainment,0.38,7.3,43.0,6.7,18.0,19.061539651104546
Just Dance 2014,PS3,2013.0,Misc,Ubisoft,0.38,7.7,6.0,7.1,25.0,17.944210878917808
Harry Potter and the Prisoner of Azkaban,GC,2004.0,Action,Electronic Arts,0.38,6.7,22.0,7.3,8.0,16.359373675863605
GRID 2,PS3,2013.0,Racing,Codemasters,0.38,8.2,20.0,6.6,174.0,18.799308936025383
World of Warcraft: Legion,PC,2016.0,Role-Playing,Activision,0.37,8.8,62.0,7.4,561.0,23.539125383298526
Super Dragon Ball Z,PS2,2006.0,Fighting,Atari,0.37,7.2,31.0,5.8,21.0,16.26773579048152
Just Dance 2016,PS4,2015.0,Misc,Ubisoft,0.37,7.3,10.0,6.7,21.0,17.908298501015768
The Golden Compass,PSP,2007.0,Action,Sega,0.37,2.8,4.0,4.1,7.0,9.644442320025417
Mirrors Edge Catalyst,PS4,2016.0,Platform,Electronic Arts,0.37,6.9,50.0,4.7,589.0,18.641170338682024
Ultimate Spider-Man,GC,2005.0,Action,Activision,0.37,7.6,36.0,7.2,21.0,18.059074480254743
Major League Baseball 2K6,X360,2006.0,Sports,Spike,0.37,6.6,22.0,3.9,37.0,13.369906905274659
Theatrhythm Final Fantasy: Curtain Call,3DS,2014.0,Misc,Square Enix,0.37,8.3,52.0,8.3,67.0,22.673216036869402
NBA 2K7,PS3,2006.0,Sports,Take-Two Interactive,0.37,8.0,20.0,7.4,8.0,17.802293801640754
Just Dance 4,WiiU,2012.0,Misc,Ubisoft,0.37,6.6,14.0,7.8,37.0,18.04259228441165
"Monsters, Inc. Scream Arena",GC,2002.0,Platform,THQ,0.37,3.9,7.0,4.7,14.0,10.211150004740414
Need for Speed: Hot Pursuit,PC,2010.0,Racing,Electronic Arts,0.37,8.6,14.0,6.7,559.0,18.43483358954354
Rampage: Total Destruction,PS2,2006.0,Action,Midway Games,0.37,5.1,34.0,7.0,15.0,15.967229586528818
Sid Meiers Civilization: Beyond Earth,PC,2014.0,Strategy,Take-Two Interactive,0.37,8.1,78.0,5.5,1031.0,21.94524367635935
High Heat Major League Baseball 2003,PS2,2002.0,Sports,3DO,0.37,8.4,23.0,7.9,7.0,17.926942315286325
Trivial Pursuit,X360,2009.0,Misc,Electronic Arts,0.37,6.6,19.0,6.4,9.0,16.294007483674264
Kingdom Under Fire: Circle of Doom,X360,2007.0,Role-Playing,Microsoft Game Studios,0.37,5.5,44.0,5.9,49.0,16.049667889082333
Spider-Man: Friend or Foe,PS2,2007.0,Action,Activision,0.37,6.2,15.0,8.3,19.0,17.180814955938104
EA Sports MMA,PS3,2010.0,Fighting,Electronic Arts,0.37,7.7,47.0,6.9,38.0,19.616155141937604
Guitar Hero On Tour: Modern Hits,DS,2009.0,Misc,Activision,0.37,7.0,30.0,6.3,7.0,17.186499029918938
Rocket League,XOne,2016.0,Sports,505 Games,0.37,8.7,22.0,8.3,199.0,21.66822917848341
Quake 4,X360,2005.0,Shooter,Activision,0.37,7.5,52.0,6.7,80.0,18.503980606355324
Tiger Woods PGA Tour 14,PS3,2013.0,Sports,Electronic Arts,0.37,7.4,28.0,3.8,26.0,15.79177601536188
Skate,PS3,2007.0,Sports,Electronic Arts,0.37,8.5,31.0,8.2,58.0,19.914663693806705
Rage,PC,2011.0,Shooter,Bethesda Softworks,0.37,7.9,32.0,5.2,1621.0,18.383815806003145
Custom Robo,GC,2004.0,Role-Playing,Nintendo,0.37,6.5,31.0,8.1,27.0,17.554858082331144
Prince of Persia: The Forgotten Sands,PSP,2010.0,Action,Ubisoft,0.37,6.5,10.0,7.4,14.0,16.8722119503849
DiRT 2,Wii,2009.0,Racing,Codemasters,0.37,5.1,10.0,5.5,22.0,13.668602084608821
Tomb Raider: Legend,X360,2006.0,Action,Eidos Interactive,0.37,8.0,54.0,7.3,84.0,19.83742405885798
Pac-Man World 2,GC,2002.0,Action,Nintendo,0.37,7.4,18.0,8.3,19.0,17.229137364080245
Fossil Fighters: Frontier,3DS,2014.0,Role-Playing,Nintendo,0.37,5.7,25.0,4.8,19.0,15.46004758289369
The BIGS,Wii,2007.0,Sports,Take-Two Interactive,0.37,6.6,15.0,7.1,14.0,16.30851279375406
