Name,Platform,Year_of_Release,Genre,Publisher,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Game_Score
XGRA: Extreme G-Racing Association,PS2,2004.0,Racing,Eidos Interactive,0.62,6.8,23.0,8.6,8.0,17.812035663628873
Warriors Orochi 3,PS3,2011.0,Action,Ubisoft Annecy,0.62,7.0,17.0,7.9,35.0,18.451497815587917
Prince of Persia: The Forgotten Sands,X360,2010.0,Action,Ubisoft,0.62,7.4,69.0,7.8,112.0,21.691705857529136
2014 FIFA World Cup Brazil,PS3,2014.0,Sports,Electronic Arts,0.62,7.3,33.0,4.3,87.0,16.796952293157428
Plants vs. Zombies: Garden Warfare,PS4,2014.0,Shooter,Electronic Arts,0.62,7.5,23.0,7.6,261.0,19.715009712633787
Borderlands: The Pre-Sequel,PS3,2014.0,Shooter,Take-Two Interactive,0.62,7.7,24.0,6.3,130.0,18.567318496801942
Tiger Woods PGA Tour 12: The Masters,X360,2011.0,Sports,Electronic Arts,0.62,8.0,50.0,6.0,26.0,19.385849721975962
Wall-E,X360,2008.0,Platform,THQ,0.62,5.0,32.0,6.3,6.0,15.529884679728172
NieR,PS3,2010.0,Role-Playing,Square Enix,0.62,6.8,58.0,8.4,268.0,21.231486129565333
Harry Potter and the Half-Blood Prince,DS,2009.0,Action,Electronic Arts,0.62,4.8,9.0,4.3,7.0,12.20004467825354
NBA 2K9,PS3,2008.0,Sports,Take-Two Interactive,0.61,8.2,30.0,7.0,37.0,18.658994469361136
Jak and Daxter: The Lost Frontier,PSP,2009.0,Platform,Sony Computer Entertainment,0.61,7.1,47.0,6.3,28.0,18.34843625740453
NFL Fever 2003,X,2002.0,Sports,Microsoft Game Studios,0.61,7.2,25.0,8.6,12.0,17.81834443902655
Wet,PS3,2009.0,Shooter,Bethesda Softworks,0.61,7.0,61.0,6.4,56.0,19.244578292179224
Samurai Warriors 2,PS2,2006.0,Action,Tecmo Koei,0.61,5.8,26.0,8.8,13.0,17.837340516084392
Cooking Mama 4: Kitchen Magic!,3DS,2011.0,Simulation,505 Games,0.61,5.6,6.0,6.0,7.0,14.766959926555218
Kinect Sports Rivals,XOne,2014.0,Sports,Microsoft Game Studios,0.61,6.0,53.0,5.1,144.0,17.817741147737603
Fire Emblem: Shadow Dragon,DS,2008.0,Role-Playing,Nintendo,0.61,8.1,42.0,7.0,106.0,19.359223612901438
Metroid Prime: Trilogy,Wii,2009.0,Shooter,Nintendo,0.61,9.1,48.0,9.3,318.0,23.146958138193263
Robotech: Battlecry,PS2,2002.0,Shooter,TDK Mediactive,0.61,7.2,20.0,8.5,8.0,17.41011633095176
Disney Universe,PS3,2011.0,Action,Disney Interactive Studios,0.61,7.0,29.0,6.9,13.0,18.183961399944366
Tearaway,PSV,2013.0,Adventure,Sony Computer Entertainment Europe,0.61,8.7,82.0,8.8,393.0,25.339177476079175
Advance Wars: Days of Ruin,DS,2008.0,Strategy,Nintendo,0.61,8.6,55.0,8.7,96.0,22.22905632208803
Time Crisis 3,PS2,2003.0,Shooter,Namco Bandai Games,0.61,8.1,29.0,8.1,12.0,18.501741307812413
Texas Hold Em Poker,GBA,2004.0,Misc,Majesco Entertainment,0.61,4.9,7.0,6.8,6.0,13.5388292459605
Vanquish,PS3,2010.0,Shooter,Sega,0.61,8.4,61.0,8.1,305.0,22.41157811774464
Half-Life 2,X,2005.0,Shooter,Electronic Arts,0.61,9.0,35.0,8.6,115.0,20.579220678224793
Tony Hawk: RIDE,X360,2009.0,Sports,Activision,0.61,4.6,43.0,3.0,67.0,12.878412397282885
Major League Baseball 2K8,X360,2008.0,Sports,Bethesda Softworks,0.61,7.0,28.0,5.9,34.0,16.49353231173456
Sacred 2: Fallen Angel,PS3,2009.0,Role-Playing,Deep Silver,0.61,7.0,45.0,7.0,52.0,18.853657876412125
pro evolution soccer 2011,X360,2010.0,Sports,Konami Digital Entertainment,0.61,7.9,43.0,5.9,33.0,18.563549403670905
Major League Baseball 2K9,X360,2009.0,Sports,Spike,0.61,6.4,29.0,5.3,26.0,15.697743047229155
Dragon Ball Z: Ultimate Tenkaichi,PS3,2011.0,Fighting,Namco Bandai Games,0.61,5.8,26.0,5.4,77.0,15.603554068554548
WWE 2K16,XOne,2015.0,Sports,Take-Two Interactive,0.61,7.2,18.0,5.7,77.0,17.39208072216659
Final Fantasy IV Advance,GBA,2005.0,Role-Playing,Nintendo,0.61,8.5,30.0,7.4,72.0,18.661560591992277
Harry Potter and the Goblet of Fire,GBA,2005.0,Action,Electronic Arts,0.61,7.1,9.0,6.0,8.0,14.836402900170016
Dragon Ball Z: Buus Fury,GBA,2004.0,Action,Atari,0.61,6.2,19.0,8.9,39.0,17.40516672610664
Madden NFL 2002,GC,2001.0,Sports,Electronic Arts,0.61,8.9,12.0,7.5,4.0,17.059945488192295
Spider-Man: Mysterios Menace,GBA,2001.0,Action,Activision,0.61,8.4,8.0,8.7,11.0,17.60863575389367
MySims Racing,DS,2009.0,Racing,Electronic Arts,0.61,6.7,11.0,7.3,4.0,16.795656314368017
Pac-Man Party,Wii,2010.0,Misc,Namco Bandai Games,0.61,5.9,14.0,5.9,8.0,15.180088484035865
Naruto: Ultimate Ninja,PS2,2003.0,Fighting,Atari,0.61,7.5,34.0,7.7,35.0,17.95091026308509
LEGO The Hobbit,PS4,2014.0,Action,Warner Bros. Interactive Entertainment,0.6,7.2,47.0,6.6,88.0,19.849802894024823
Tony Hawks Underground,GBA,2003.0,Sports,Activision,0.6,8.6,9.0,7.7,9.0,17.272950875407176
Shadow The Hedgehog,PS2,2005.0,Platform,Sega,0.6,4.5,28.0,5.9,138.0,13.919151386338251
Plants vs. Zombies: Garden Warfare 2,XOne,2016.0,Shooter,Electronic Arts,0.6,8.0,64.0,8.0,81.0,23.343987637564684
NHL 15,PS4,2014.0,Sports,Electronic Arts,0.6,6.0,28.0,3.6,307.0,14.901277957326354
Wave Race: Blue Storm,GC,2001.0,Racing,Nintendo,0.6,8.0,21.0,8.3,29.0,17.70331078275192
Aliens: Colonial Marines,PS3,2013.0,Shooter,Sega,0.6,4.3,25.0,3.5,297.0,13.044271945461698
Dead Island: Riptide,PS3,2013.0,Action,Deep Silver,0.6,6.2,25.0,5.9,142.0,16.829504788473823
Backyard Wrestling: Dont Try This at Home,PS2,2003.0,Fighting,Eidos Interactive,0.6,5.1,24.0,7.8,29.0,15.52543889183449
Yakuza: Dead Souls,PS3,2011.0,Shooter,Sega,0.6,6.4,55.0,7.4,69.0,19.83148392210536
Fight Night Round 2,X,2005.0,Fighting,Electronic Arts,0.6,8.8,48.0,8.8,27.0,21.359641904980382
NBA 2K8,PS2,2007.0,Sports,Take-Two Interactive,0.6,7.2,7.0,6.0,9.0,15.228107957414355
Dynasty Warriors 8,PS3,2013.0,Action,Tecmo Koei,0.6,6.8,26.0,8.4,77.0,19.799098041073186
Total War: Shogun 2,PC,2011.0,Strategy,Sega,0.6,9.0,62.0,8.3,1187.0,23.917062394978725
Just Dance 2014,WiiU,2013.0,Misc,Ubisoft,0.6,7.2,13.0,7.6,45.0,18.507738417116567
Secret Agent Clank,PS2,2009.0,Platform,Sony Computer Entertainment,0.6,6.1,9.0,6.7,14.0,15.608233415846742
Call of Juarez: Bound in Blood,X360,2009.0,Shooter,Ubisoft,0.6,7.7,77.0,7.6,94.0,21.99183536108822
Fighters Uncaged,X360,2010.0,Fighting,Ubisoft,0.6,3.2,38.0,4.6,23.0,13.231301414032297
Rayman Arena,PS2,2001.0,Racing,Ubisoft,0.6,6.3,10.0,8.6,8.0,15.961842735838786
Jaws Unleashed,PS2,2006.0,Action,THQ,0.6,5.2,29.0,7.5,39.0,16.274463416495646
Half-Life,PS2,2001.0,Shooter,Vivendi Games,0.6,8.7,24.0,8.6,94.0,18.78075578601434
Okami,Wii,2008.0,Action,Capcom,0.6,9.0,44.0,8.9,236.0,22.156224023615717
Split/Second,X360,2010.0,Racing,Disney Interactive Studios,0.6,8.2,78.0,8.1,101.0,23.166895698842776
The Golden Compass,DS,2007.0,Action,Sega,0.6,4.3,7.0,4.9,8.0,11.836627486192798
The Golden Compass,Wii,2007.0,Action,Sega,0.6,3.5,12.0,6.8,6.0,13.386018015807046
Muramasa: The Demon Blade,Wii,2009.0,Role-Playing,Rising Star Games,0.6,8.1,58.0,8.7,101.0,22.235875864786895
Rocket League,PS4,2016.0,Sports,505 Games,0.6,8.5,50.0,8.7,1302.0,24.340082794580347
Tony Hawk: RIDE,PS3,2009.0,Sports,Activision,0.6,4.4,29.0,2.1,31.0,10.946718109929837
Guitar Hero Live,XOne,2015.0,Misc,Activision,0.6,8.1,21.0,5.2,71.0,17.791518265530787
SimCity DS,DS,2007.0,Simulation,Electronic Arts,0.6,6.9,27.0,6.3,18.0,16.519493548822624
Hot Wheels: Stunt Track Challenge,PS2,2004.0,Racing,THQ,0.59,6.2,8.0,8.1,8.0,15.917333497810858
Assassins Creed: Brotherhood,PC,2011.0,Action,Ubisoft,0.59,8.8,24.0,8.2,1115.0,21.281270179907605
Monopoly,X360,2008.0,Misc,Electronic Arts,0.59,5.6,9.0,5.8,17.0,14.104113874699305
Dead Space,PC,2008.0,Action,Electronic Arts,0.59,8.6,28.0,8.0,1111.0,20.514364364341063
Medal of Honor: Frontline,GC,2002.0,Shooter,Electronic Arts,0.59,8.0,16.0,7.9,16.0,17.20938593936691
NHL 11,PS3,2010.0,Sports,Electronic Arts,0.59,8.8,38.0,7.1,54.0,20.169240609553494
Yakuza 5,PS3,2012.0,Action,Sega,0.59,8.3,34.0,8.5,182.0,21.427108971528984
2002 FIFA World Cup,PS2,2002.0,Sports,Electronic Arts,0.59,7.3,19.0,5.6,18.0,14.564123634469123
MVP Baseball 2004,X,2004.0,Sports,Electronic Arts,0.59,9.0,31.0,8.5,19.0,19.954730216771246
Crash Bandicoot: The Wrath of Cortex,GC,2002.0,Platform,Universal Interactive,0.59,6.2,11.0,7.5,25.0,15.083196458788349
NBA 2K7,X360,2006.0,Sports,Take-Two Interactive,0.59,8.4,46.0,7.8,67.0,20.17199628091667
Dead or Alive Xtreme Beach Volleyball,X,2003.0,Sports,Microsoft Game Studios,0.59,7.3,42.0,7.8,47.0,18.38724238046826
Silent Hill: Shattered Memories,PS2,2010.0,Action,Konami Digital Entertainment,0.59,7.7,8.0,6.8,83.0,17.176287808503847
Metal Gear Solid V: Ground Zeroes,PS3,2014.0,Action,Konami Digital Entertainment,0.59,6.6,5.0,5.9,244.0,16.200505640533112
Blur,X360,2010.0,Racing,Activision,0.59,8.2,78.0,8.3,169.0,23.406257449147756
Madden NFL 06,X360,2005.0,Sports,Electronic Arts,0.59,7.4,48.0,4.8,45.0,16.302032453612973
Asphalt: Urban GT,DS,2004.0,Racing,Ubisoft,0.59,6.0,38.0,7.5,13.0,17.00914850009598
Mega Man Anniversary Collection,PS2,2004.0,Platform,Capcom,0.59,8.1,26.0,9.0,20.0,19.428338853944496
Skylanders SWAP Force,WiiU,2013.0,Platform,Activision,0.59,8.9,7.0,6.0,96.0,17.938036052759028
Harvest Moon: Friends of Mineral Town,GBA,2003.0,Simulation,Ubisoft,0.59,8.1,25.0,9.6,116.0,19.802851732035826
Farming Simulator 17,PS4,2016.0,Simulation,Focus Home Interactive,0.59,6.9,18.0,8.0,13.0,19.603990375488138
Naruto: The Broken Bond,X360,2008.0,Action,Ubisoft,0.59,8.0,34.0,7.7,47.0,19.4420242210186
WarioWare D.I.Y.,DS,2009.0,Misc,Nintendo,0.59,8.2,53.0,8.7,39.0,21.96849211112329
Iron Man,Wii,2008.0,Action,Sega,0.59,4.4,14.0,7.0,8.0,14.63915920531019
The Fight: Lights Out,PS3,2010.0,Fighting,Sony Computer Entertainment,0.59,4.8,39.0,7.5,77.0,17.464163810580413
Deus Ex: Human Revolution,PC,2011.0,Shooter,Square Enix,0.58,9.0,52.0,8.5,3083.0,24.68823137057457
Mega Man X7,PS2,2003.0,Action,Capcom,0.58,5.8,30.0,5.1,38.0,13.78263722909592
MLB 11: The Show,PS3,2011.0,Sports,Sony Computer Entertainment,0.58,9.0,30.0,7.8,87.0,20.766811988989794
The LEGO Movie Videogame,XOne,2014.0,Action,Warner Bros. Interactive Entertainment,0.58,6.9,18.0,6.9,49.0,18.102083350267005
Final Fantasy Anniversary Edition,PSP,2007.0,Role-Playing,Square Enix,0.58,6.7,34.0,7.7,47.0,18.190838831817363
SoulCalibur V,X360,2012.0,Fighting,Namco Bandai Games,0.58,7.7,56.0,6.3,125.0,20.0879729051126
FIFA Soccer,PSV,2012.0,Sports,Electronic Arts,0.58,7.9,45.0,7.1,80.0,20.334780917983668
Romancing SaGa,PS2,2005.0,Role-Playing,Square Enix,0.58,5.8,23.0,8.0,35.0,16.654825893133445
Lost: Via Domus,X360,2008.0,Action,Ubisoft,0.58,5.5,50.0,6.4,58.0,17.15864276216219
Top Spin 3,Wii,2008.0,Action,Take-Two Interactive,0.58,6.8,18.0,5.7,29.0,15.516862649067159
Game Party in Motion,X360,2010.0,Misc,Warner Bros. Interactive Entertainment,0.58,3.3,6.0,3.7,9.0,10.446005004165853
The Lord of the Rings: The Third Age,PS2,2004.0,Role-Playing,Electronic Arts,0.58,7.3,35.0,8.2,60.0,18.578106433375584
Call of Duty: Black Ops,DS,2010.0,Shooter,Activision,0.58,7.4,13.0,6.0,54.0,16.434382394127248
Just Dance 2016,WiiU,2015.0,Misc,Ubisoft,0.58,7.3,7.0,6.9,11.0,17.93863848469706
NCAA Football 09,PS3,2008.0,Sports,Electronic Arts,0.58,8.1,20.0,7.3,25.0,18.251851618032976
Kinect Rush: A Disney Pixar Adventure,X360,2012.0,Adventure,Microsoft Game Studios,0.58,6.8,31.0,5.1,15.0,16.583370174579034
Guitar Hero: Smash Hits,Wii,2009.0,Misc,Activision,0.58,7.4,17.0,7.7,6.0,18.113307757150483
Terminator 3: Rise of the Machines,PS2,2003.0,Action,Atari,0.58,3.8,21.0,6.3,23.0,12.819534291935572
Alice: Madness Returns,PS3,2011.0,Adventure,Electronic Arts,0.58,7.0,51.0,7.9,181.0,20.625071600264096
Tom Clancys HAWX,X360,2009.0,Action,Ubisoft,0.58,7.3,64.0,7.3,51.0,20.550606813680602
Shin Megami Tensei IV,3DS,2013.0,Role-Playing,Atlus,0.58,8.3,48.0,8.3,256.0,22.351462411837613
NHL 12,PS3,2011.0,Sports,Electronic Arts,0.58,8.6,33.0,7.5,52.0,20.314600303193163
NASCAR: Dirt to Daytona,PS2,2002.0,Racing,Monster Games,0.58,8.4,10.0,8.8,19.0,18.04975217809425
Unreal Tournament,PS2,2000.0,Shooter,Infogrames,0.58,7.7,23.0,6.8,13.0,15.874328007857363
Digimon World 2,PS,2000.0,Role-Playing,Namco Bandai Games,0.58,4.2,5.0,7.6,47.0,12.802904612336652
Prince of Persia: The Two Thrones,X,2005.0,Action,Ubisoft,0.58,8.5,46.0,8.4,28.0,20.601521124288155
XCOM: Enemy Unknown,PS3,2012.0,Strategy,Take-Two Interactive,0.58,8.9,20.0,8.2,298.0,20.819450834738973
JoJos Bizarre Adventure: All Star Battle,PS3,2013.0,Fighting,Namco Bandai Games,0.58,7.1,53.0,8.3,55.0,21.57927084257082
Contra: Shattered Soldier,PS2,2002.0,Shooter,Konami Digital Entertainment,0.58,7.8,33.0,6.6,25.0,16.81258429143168
Skylanders: Spyros Adventure,3DS,2011.0,Action,Activision,0.58,8.2,8.0,4.9,62.0,15.897705832238927
Rune Factory 4,3DS,2012.0,Role-Playing,Xseed Games,0.58,7.8,33.0,8.2,124.0,20.63451470573685
Final Fantasy: The 4 Heroes of Light,DS,2009.0,Role-Playing,Square Enix,0.58,7.1,49.0,7.1,38.0,19.265372852106687
Rayman Legends,PS3,2013.0,Platform,Ubisoft,0.58,9.1,23.0,8.7,312.0,21.883393598975296
Tenchu 2: Birth of the Stealth Assassins,PS,2000.0,Action,Activision,0.58,7.7,14.0,8.7,32.0,17.213093089644186
Tony Hawks Pro Skater 4,GC,2002.0,Sports,Activision,0.58,9.1,19.0,8.5,22.0,18.86308558212149
Naruto: Uzumaki Chronicles 2,PS2,2006.0,Action,Namco Bandai Games,0.58,5.2,22.0,6.9,17.0,15.235531793006503
NHL 06,PS2,2005.0,Sports,Electronic Arts,0.58,7.8,27.0,8.5,29.0,18.979257986177867
WWE 2K15,XOne,2014.0,Sports,Take-Two Interactive,0.58,5.6,25.0,5.7,63.0,16.321243572567084
Parasite Eve II,PS,1999.0,Role-Playing,SquareSoft,0.58,7.9,14.0,9.0,79.0,17.480356701702622
Skate it,Wii,2008.0,Sports,Electronic Arts,0.58,7.0,37.0,8.4,25.0,19.509416112362178
Madden NFL 2002,X,2001.0,Sports,Electronic Arts,0.58,9.0,16.0,8.1,8.0,17.977455681492145
Phineas and Ferb: Across the 2nd Dimension,Wii,2011.0,Action,Disney Interactive Studios,0.58,7.6,4.0,8.3,6.0,18.503294478209313
Far Cry Instincts,X,2005.0,Shooter,Ubisoft,0.57,8.5,56.0,5.7,73.0,18.571961612803445
Tony Hawks Pro Skater 4,GBA,2002.0,Sports,Activision,0.57,8.5,13.0,8.8,4.0,18.302756236766985
ATV Offroad Fury: Blazin Trails,PSP,2005.0,Racing,SouthPeak Games,0.57,6.3,32.0,7.8,16.0,17.393347803653818
Tales of the Abyss,PS2,2005.0,Role-Playing,Namco Bandai Games,0.57,7.8,22.0,8.4,109.0,18.62262474002789
Payday 2,X360,2013.0,Shooter,505 Games,0.57,7.5,18.0,6.3,203.0,17.862904750258078
Pro Evolution Soccer 2012,PSP,2011.0,Action,Konami Digital Entertainment,0.57,7.4,4.0,6.3,8.0,16.366612871912427
Blacksite: Area 51,X360,2007.0,Shooter,Midway Games,0.57,6.2,48.0,6.1,65.0,17.080652545520177
Spyro Orange: The Cortex Conspiracy,GBA,2004.0,Action,Vivendi Games,0.57,6.0,25.0,7.0,12.0,15.714107500942546
The Sims 3: World Adventures,PC,2009.0,Simulation,Electronic Arts,0.57,8.1,31.0,8.0,72.0,19.86528945471089
Madden NFL 06,GC,2005.0,Sports,Electronic Arts,0.57,8.6,21.0,8.5,11.0,19.233990050002415
BlazBlue: Calamity Trigger,PS3,2009.0,Fighting,PQube,0.57,8.7,50.0,8.4,112.0,21.92836180301477
Final Fantasy Explorers,3DS,2014.0,Role-Playing,Square Enix,0.57,6.9,57.0,6.9,89.0,20.519262929463032
Iron Man,X360,2008.0,Action,Sega,0.57,4.5,43.0,5.9,53.0,15.436247619317138
Naruto: Ultimate Ninja 2,PS2,2004.0,Fighting,Namco Bandai Games,0.57,7.3,27.0,7.9,28.0,17.769332914378218
Mario Party: Star Rush,3DS,2016.0,Misc,Nintendo,0.57,6.8,38.0,6.6,18.0,19.368190962552198
NHL 10,PS3,2009.0,Sports,Electronic Arts,0.57,8.8,35.0,7.9,40.0,20.54765463536143
Rock Band 3,PS3,2010.0,Misc,MTV Games,0.57,9.1,34.0,8.0,95.0,21.075665703638673
Blood Wake,X,2001.0,Shooter,Microsoft Game Studios,0.57,7.1,30.0,7.5,13.0,16.736361989418192
Dynasty Warriors 5: Xtreme Legends,PS2,2005.0,Action,Tecmo Koei,0.57,5.7,22.0,9.1,26.0,17.595227205885223
Titanfall,PC,2014.0,Shooter,Electronic Arts,0.57,8.6,29.0,6.2,1733.0,20.48990146208818
LEGO Dimensions,WiiU,2015.0,Action,Warner Bros. Interactive Entertainment,0.57,6.2,5.0,6.5,29.0,16.556976615159588
FIFA World Cup Germany 2006,PS2,2006.0,Sports,Electronic Arts,0.57,7.7,28.0,8.1,33.0,18.78476571252971
Wreckless: ThE YaKuza MisSiOns,X,2002.0,Racing,Activision,0.57,7.4,36.0,5.2,13.0,15.285795762476253
Defiance,X360,2013.0,Shooter,Trion Worlds,0.57,6.0,27.0,7.2,249.0,18.142962411640827
Disgaea 4: A Promise Unforgotten,PS3,2011.0,Role-Playing,Nippon Ichi Software,0.57,8.0,39.0,7.8,127.0,20.548964830217905
Doom 3 BFG Edition,PS3,2012.0,Shooter,Bethesda Softworks,0.57,6.7,16.0,6.4,108.0,16.926457873607614
SpongeBob SquarePants: Battle for Bikini Bottom,X,2003.0,Platform,THQ,0.57,7.0,8.0,8.9,17.0,17.129558307650946
The Conduit,Wii,2009.0,Shooter,Sega,0.57,6.9,79.0,8.2,258.0,22.172265493528265
Spider-Man 3,X360,2007.0,Platform,Activision,0.57,6.3,61.0,7.0,54.0,18.841002197835575
Up,Wii,2009.0,Action,THQ,0.57,6.2,6.0,8.0,4.0,16.779724951164546
Disney Universe,X360,2011.0,Action,Disney Interactive Studios,0.57,6.6,31.0,5.3,13.0,16.40226198126695
Top Spin 3,PS3,2008.0,Action,Take-Two Interactive,0.57,7.5,36.0,7.5,20.0,18.95077486268278
RalliSport Challenge,X,2002.0,Racing,Microsoft Game Studios,0.57,8.7,32.0,8.3,19.0,19.14239146516551
Resident Evil Outbreak File #2,PS2,2004.0,Action,Capcom,0.57,5.8,35.0,7.7,71.0,16.89823323096861
XIII,PS2,2003.0,Shooter,Ubisoft,0.57,7.3,37.0,8.6,35.0,18.86192548271055
Tomb Raider: Anniversary,PSP,2007.0,Action,Eidos Interactive,0.57,7.8,32.0,8.2,28.0,19.423139022880722
3D Dot Game Heroes,PS3,2009.0,Role-Playing,SouthPeak Games,0.57,7.7,66.0,8.1,97.0,21.809950938487667
Breath of Fire IV,PS,2000.0,Role-Playing,Capcom,0.56,8.3,10.0,8.9,47.0,17.649138407728508
True Crime: Streets of LA,GC,2003.0,Action,Activision,0.56,7.7,29.0,7.3,29.0,17.398095411336538
Odin Sphere,PS2,2007.0,Role-Playing,Square Enix,0.56,8.3,49.0,8.6,60.0,21.277964166499537
The Legend of Spyro: Dawn of the Dragon,Wii,2008.0,Platform,Vivendi Games,0.56,6.4,11.0,6.5,19.0,15.552425833436404
Arena Football,PS2,2006.0,Sports,Electronic Arts,0.56,6.6,18.0,8.6,14.0,17.77909798915457
The Lord of the Rings: The Return of the King,GBA,2003.0,Action,Electronic Arts,0.56,7.7,13.0,8.2,11.0,17.29509739652845
NHL Hitz 20-02,PS2,2001.0,Sports,Midway Games,0.56,7.8,18.0,7.6,8.0,16.650555258161546
Classic NES Series: Dr. Mario,GBA,2004.0,Puzzle,Nintendo,0.56,6.6,10.0,7.5,6.0,15.759775284654628
The Sims: Bustin Out,X,2003.0,Simulation,Electronic Arts,0.56,8.1,26.0,8.9,12.0,19.103406627225826
NCAA March Madness 07,PS2,2007.0,Sports,Electronic Arts,0.56,6.3,9.0,8.6,7.0,17.201941455375927
"Warhammer 40,000: Space Marine",X360,2011.0,Shooter,THQ,0.56,7.6,57.0,7.8,233.0,21.401256638319953
"Monsters, Inc. Scream Team",PS,2001.0,Platform,Sony Computer Entertainment,0.56,6.5,10.0,6.9,8.0,14.434985533768295
Top Spin 3,X360,2008.0,Action,Take-Two Interactive,0.56,7.8,47.0,7.6,36.0,19.97185605258267
Cabelas Big Game Hunter 2005 Adventures,PS2,2004.0,Sports,Activision,0.56,5.5,4.0,8.4,16.0,15.414446013206769
LEGO Rock Band,X360,2009.0,Misc,Warner Bros. Interactive Entertainment,0.56,7.1,50.0,7.2,31.0,19.419066114417493
Battlefield 2: Modern Combat,X,2005.0,Shooter,Electronic Arts,0.56,8.0,49.0,8.2,29.0,20.189197193804546
Tom Clancys HAWX,PS3,2009.0,Action,Ubisoft,0.56,7.4,35.0,8.2,40.0,19.73150271364148
All-Star Baseball 2002,PS2,2001.0,Sports,Acclaim Entertainment,0.56,7.7,16.0,7.6,8.0,16.44841622072839
TMNT,X360,2007.0,Action,Ubisoft,0.56,5.8,31.0,6.3,32.0,15.895837528093175
Need for Speed: Most Wanted,GC,2005.0,Racing,Electronic Arts,0.56,8.0,18.0,9.1,23.0,19.173271115608443
Bolt,Wii,2008.0,Adventure,Disney Interactive Studios,0.56,5.0,4.0,5.8,5.0,13.31002708495662
WWE Raw 2,X,2003.0,Fighting,THQ,0.56,6.8,26.0,7.3,25.0,16.49678979253718
Harvest Moon: The Tale of Two Towns,DS,2010.0,Simulation,Natsume,0.56,6.8,6.0,7.5,13.0,16.983986329387214
Manhunt 2,PS2,2007.0,Action,Take-Two Interactive,0.56,6.7,22.0,7.8,53.0,17.554958510306303
Fullmetal Alchemist and the Broken Angel,PS2,2003.0,Role-Playing,Square Enix,0.56,5.6,35.0,8.1,38.0,16.895483823453517
Tony Hawks Project 8,PSP,2006.0,Sports,Activision,0.56,6.8,11.0,7.6,14.0,16.51936507500989
Batman Begins,PS2,2005.0,Action,Electronic Arts,0.56,6.4,41.0,7.3,70.0,17.56330545788543
Assassins Creed: Unity,PC,2014.0,Action,Ubisoft,0.56,7.0,10.0,3.0,1474.0,14.725031887239634
Tony Hawks Proving Ground,X360,2007.0,Sports,Activision,0.56,7.2,59.0,5.4,44.0,17.84320064411399
Dr. Seuss The Cat in the Hat,PS2,2003.0,Misc,Vivendi Games,0.56,5.6,6.0,6.5,8.0,13.514704581324153
Barbie Groovy Games,GBA,2002.0,Misc,Universal Interactive,0.56,4.7,5.0,7.0,4.0,13.01288979427369
Resident Evil: Revelations 2,PS4,2015.0,Action,Capcom,0.56,7.5,30.0,7.7,287.0,20.470962504129663
Wolfenstein,X360,2009.0,Shooter,Activision,0.56,7.2,66.0,7.5,128.0,20.837838421015977
Blinx: The Time Sweeper,X,2002.0,Platform,Microsoft Game Studios,0.56,7.1,36.0,8.0,41.0,17.83326251653705
ESPN NFL Football,PS2,2003.0,Sports,Sega,0.56,9.1,20.0,8.5,25.0,19.141891749403843
Tetris Party Deluxe,Wii,2010.0,Puzzle,Nintendo,0.56,7.2,19.0,5.8,4.0,16.41239711806944
Major League Baseball 2K5,X,2005.0,Sports,Take-Two Interactive,0.56,8.1,25.0,8.2,17.0,18.788355203716627
Gravity Rush,PSV,2012.0,Action,Sony Computer Entertainment,0.56,8.3,73.0,8.5,635.0,24.101143950099644
Archer Macleans Mercury,PSP,2005.0,Puzzle,Ignition Entertainment,0.56,7.5,39.0,6.6,21.0,17.591066769510167
Soldier of Fortune: Gold Edition,PS2,2001.0,Shooter,Codemasters,0.56,5.9,14.0,6.8,17.0,14.110713253636344
Final Fantasy IV: The Complete Collection,PSP,2011.0,Role-Playing,Square Enix,0.56,7.7,41.0,7.5,80.0,20.106184278156096
Pro Evolution Soccer 2017,PS4,2016.0,Sports,Konami Digital Entertainment,0.56,8.5,62.0,7.5,498.0,23.380996895509682
Frontlines: Fuel of War,X360,2008.0,Shooter,THQ,0.56,7.5,55.0,7.8,77.0,20.448047527570292
MX 2002 Featuring Ricky Carmichael,PS2,2001.0,Racing,THQ,0.56,7.6,17.0,8.3,9.0,17.123302991532718
NCAA Football 07,X,2006.0,Sports,Electronic Arts,0.56,8.8,20.0,6.9,10.0,17.965056576737062
No More Heroes,Wii,2007.0,Action,Rising Star Games,0.55,8.3,64.0,8.4,259.0,22.124340162547618
Lunar: Silver Star Story Complete,PS,1998.0,Role-Playing,Kadokawa Shoten,0.55,7.8,15.0,9.1,36.0,17.313226305083187
Hot Shots Golf: World Invitational,PSV,2011.0,Sports,Sony Computer Entertainment,0.55,7.6,55.0,8.1,77.0,21.47629788289019
God of War: Origins Collection,PS3,2011.0,Action,Sony Computer Entertainment,0.55,8.4,58.0,8.4,208.0,22.67455030222441
Dora The Explorer: Dora Saves the Snow Princess,Wii,2008.0,Platform,Take-Two Interactive,0.55,4.7,4.0,7.0,5.0,14.257514465111266
StarCraft II: Legacy of the Void,PC,2015.0,Strategy,Activision,0.55,8.8,62.0,8.3,835.0,24.40297723751309
Soul Reaver 2,PS2,2001.0,Action,Eidos Interactive,0.55,8.0,22.0,8.5,35.0,17.960787295246547
Metal Gear Solid 3: Subsistence,PS2,2005.0,Action,Konami Digital Entertainment,0.55,9.4,53.0,9.3,442.0,22.89227444496906
